date,num_of_device,MSA
2020-01-29,27869,Tyler
2020-01-30,28491,Tyler
2020-01-31,30971,Tyler
2020-02-01,30627,Tyler
2020-02-02,28285,Tyler
2020-02-03,28494,Tyler
2020-02-04,28472,Tyler
2020-02-05,27968,Tyler
2020-02-06,28454,Tyler
2020-02-07,30843,Tyler
2020-02-08,30056,Tyler
2020-02-09,29249,Tyler
2020-02-10,28381,Tyler
2020-02-11,28377,Tyler
2020-02-12,28670,Tyler
2020-02-13,29313,Tyler
2020-02-14,31912,Tyler
2020-02-15,30648,Tyler
2020-02-16,29825,Tyler
2020-02-17,29981,Tyler
2020-02-18,28552,Tyler
2020-02-19,28542,Tyler
2020-02-20,29075,Tyler
2020-02-21,32302,Tyler
2020-02-22,31177,Tyler
2020-02-23,29975,Tyler
2020-02-24,28545,Tyler
2020-02-25,28369,Tyler
2020-02-26,28764,Tyler
2020-02-27,29897,Tyler
2020-02-28,32644,Tyler
2020-02-29,32107,Tyler
2020-03-01,30722,Tyler
2020-03-02,28650,Tyler
2020-03-03,28719,Tyler
2020-03-04,28540,Tyler
2020-03-05,29478,Tyler
2020-03-06,33129,Tyler
2020-03-07,33455,Tyler
2020-03-08,30861,Tyler
2020-03-09,28338,Tyler
2020-03-10,28265,Tyler
2020-03-11,29057,Tyler
2020-03-12,29994,Tyler
2020-03-13,31912,Tyler
2020-03-14,31378,Tyler
2020-03-15,29602,Tyler
2020-03-16,28335,Tyler
2020-03-17,28159,Tyler
2020-03-18,27776,Tyler
2020-03-19,28391,Tyler
2020-03-20,28080,Tyler
2020-03-21,25615,Tyler
2020-03-22,24206,Tyler
2020-03-23,25396,Tyler
2020-03-24,24980,Tyler
2020-03-25,24877,Tyler
2020-03-26,24884,Tyler
2020-03-27,25234,Tyler
2020-03-28,23717,Tyler
2020-03-29,22818,Tyler
2020-03-30,24909,Tyler
2020-03-31,24652,Tyler
2020-04-01,24660,Tyler
2020-04-02,24533,Tyler
2020-04-03,25055,Tyler
2020-04-04,22820,Tyler
2020-04-05,21905,Tyler
2020-04-06,23671,Tyler
2020-04-07,23735,Tyler
2020-04-08,23980,Tyler
2020-04-09,24692,Tyler
2020-04-10,24514,Tyler
2020-04-11,23607,Tyler
2020-04-12,23577,Tyler
2020-04-13,24340,Tyler
2020-04-14,24168,Tyler
2020-04-15,24464,Tyler
2020-04-16,24560,Tyler
2020-04-17,25604,Tyler
2020-04-18,24840,Tyler
2020-04-19,23356,Tyler
2020-04-20,24643,Tyler
2020-04-21,24979,Tyler
2020-04-22,25580,Tyler
2020-04-23,25483,Tyler
2020-04-24,27190,Tyler
2020-04-25,25572,Tyler
2020-04-26,24079,Tyler
2020-04-27,25090,Tyler
2020-04-28,26223,Tyler
2020-04-29,25887,Tyler
2020-04-30,25534,Tyler
2020-05-01,26857,Tyler
2020-05-02,25766,Tyler
2020-05-03,24733,Tyler
2020-05-04,25429,Tyler
2020-05-05,25904,Tyler
2020-05-06,25572,Tyler
2020-05-07,26626,Tyler
2020-05-08,28477,Tyler
2020-05-09,27145,Tyler
2020-05-10,26395,Tyler
2020-05-11,25868,Tyler
2020-05-12,25931,Tyler
2020-05-13,26498,Tyler
2020-05-14,26723,Tyler
2020-05-15,28736,Tyler
2020-05-16,26933,Tyler
2020-05-17,25784,Tyler
2020-05-18,26088,Tyler
2020-05-19,26256,Tyler
2020-05-20,26624,Tyler
2020-05-21,27800,Tyler
2020-05-22,30905,Tyler
2020-05-23,29571,Tyler
2020-05-24,27885,Tyler
2020-05-25,28031,Tyler
2020-05-26,27446,Tyler
2020-05-27,27602,Tyler
2020-05-28,28194,Tyler
2020-05-29,29757,Tyler
2020-05-30,29330,Tyler
2020-05-31,28142,Tyler
2020-06-01,27114,Tyler
2020-06-02,26888,Tyler
2020-06-03,27121,Tyler
2020-06-04,27998,Tyler
2020-06-05,29721,Tyler
2020-06-06,30066,Tyler
2020-06-07,28299,Tyler
2020-06-08,26450,Tyler
2020-06-09,24619,Tyler
2020-06-10,667,Tyler
2020-06-11,1216,Tyler
2020-06-12,21028,Tyler
2020-06-13,30167,Tyler
2020-06-14,28971,Tyler
2020-06-15,27281,Tyler
2020-06-16,27387,Tyler
2020-06-17,26911,Tyler
2020-06-18,27922,Tyler
2020-06-19,31201,Tyler
2020-06-20,32049,Tyler
2020-06-21,31016,Tyler
2020-06-22,27964,Tyler
2020-06-23,27602,Tyler
2020-06-24,27578,Tyler
2020-06-25,28155,Tyler
2020-06-26,30922,Tyler
2020-06-27,30451,Tyler
2020-06-28,28900,Tyler
2020-06-29,26559,Tyler
2020-06-30,24009,Tyler
