date,num_of_device,MSA
2019-12-30,23669,Baltimore-Columbia-Towson
2019-12-31,267192,Baltimore-Columbia-Towson
2020-01-01,298696,Baltimore-Columbia-Towson
2020-01-02,318778,Baltimore-Columbia-Towson
2020-01-03,322430,Baltimore-Columbia-Towson
2020-01-04,311435,Baltimore-Columbia-Towson
2020-01-05,304138,Baltimore-Columbia-Towson
2020-01-06,323500,Baltimore-Columbia-Towson
2020-01-07,323867,Baltimore-Columbia-Towson
2020-01-08,319724,Baltimore-Columbia-Towson
2020-01-09,324152,Baltimore-Columbia-Towson
2020-01-10,327808,Baltimore-Columbia-Towson
2020-01-11,317227,Baltimore-Columbia-Towson
2020-01-12,309965,Baltimore-Columbia-Towson
2020-01-13,323371,Baltimore-Columbia-Towson
2020-01-14,323454,Baltimore-Columbia-Towson
2020-01-15,323024,Baltimore-Columbia-Towson
2020-01-16,323832,Baltimore-Columbia-Towson
2020-01-17,330684,Baltimore-Columbia-Towson
2020-01-18,299984,Baltimore-Columbia-Towson
2020-01-19,300285,Baltimore-Columbia-Towson
2020-01-20,309121,Baltimore-Columbia-Towson
2020-01-21,319458,Baltimore-Columbia-Towson
2020-01-22,321699,Baltimore-Columbia-Towson
2020-01-23,326294,Baltimore-Columbia-Towson
2020-01-24,332453,Baltimore-Columbia-Towson
2020-01-25,311715,Baltimore-Columbia-Towson
2020-01-26,304090,Baltimore-Columbia-Towson
2020-01-27,317734,Baltimore-Columbia-Towson
2020-01-28,317427,Baltimore-Columbia-Towson
2020-01-29,319445,Baltimore-Columbia-Towson
2020-01-30,318970,Baltimore-Columbia-Towson
2020-01-31,324216,Baltimore-Columbia-Towson
2020-02-01,308058,Baltimore-Columbia-Towson
2020-02-02,300976,Baltimore-Columbia-Towson
2020-02-03,318123,Baltimore-Columbia-Towson
2020-02-04,319300,Baltimore-Columbia-Towson
2020-02-05,321657,Baltimore-Columbia-Towson
2020-02-06,322962,Baltimore-Columbia-Towson
2020-02-07,327832,Baltimore-Columbia-Towson
2020-02-08,307765,Baltimore-Columbia-Towson
2020-02-09,304529,Baltimore-Columbia-Towson
2020-02-10,320240,Baltimore-Columbia-Towson
2020-02-11,321297,Baltimore-Columbia-Towson
2020-02-12,324484,Baltimore-Columbia-Towson
2020-02-13,325443,Baltimore-Columbia-Towson
2020-02-14,334225,Baltimore-Columbia-Towson
2020-02-15,314685,Baltimore-Columbia-Towson
2020-02-16,308379,Baltimore-Columbia-Towson
2020-02-17,317155,Baltimore-Columbia-Towson
2020-02-18,321193,Baltimore-Columbia-Towson
2020-02-19,322769,Baltimore-Columbia-Towson
2020-02-20,324629,Baltimore-Columbia-Towson
2020-02-21,327479,Baltimore-Columbia-Towson
2020-02-22,310848,Baltimore-Columbia-Towson
2020-02-23,308172,Baltimore-Columbia-Towson
2020-02-24,320107,Baltimore-Columbia-Towson
2020-02-25,320546,Baltimore-Columbia-Towson
2020-02-26,322577,Baltimore-Columbia-Towson
2020-02-27,321658,Baltimore-Columbia-Towson
2020-02-28,325529,Baltimore-Columbia-Towson
2020-02-29,306004,Baltimore-Columbia-Towson
2020-03-01,304017,Baltimore-Columbia-Towson
2020-03-02,319681,Baltimore-Columbia-Towson
2020-03-03,321578,Baltimore-Columbia-Towson
2020-03-04,319636,Baltimore-Columbia-Towson
2020-03-05,321421,Baltimore-Columbia-Towson
2020-03-06,328781,Baltimore-Columbia-Towson
2020-03-07,310193,Baltimore-Columbia-Towson
2020-03-08,305610,Baltimore-Columbia-Towson
2020-03-09,317687,Baltimore-Columbia-Towson
2020-03-10,317803,Baltimore-Columbia-Towson
2020-03-11,316756,Baltimore-Columbia-Towson
2020-03-12,314613,Baltimore-Columbia-Towson
2020-03-13,313625,Baltimore-Columbia-Towson
2020-03-14,290256,Baltimore-Columbia-Towson
2020-03-15,281603,Baltimore-Columbia-Towson
2020-03-16,293858,Baltimore-Columbia-Towson
2020-03-17,286435,Baltimore-Columbia-Towson
2020-03-18,284047,Baltimore-Columbia-Towson
2020-03-19,283948,Baltimore-Columbia-Towson
2020-03-20,282728,Baltimore-Columbia-Towson
2020-03-21,259232,Baltimore-Columbia-Towson
2020-03-22,254605,Baltimore-Columbia-Towson
2020-03-23,269823,Baltimore-Columbia-Towson
2020-03-24,267683,Baltimore-Columbia-Towson
2020-03-25,263886,Baltimore-Columbia-Towson
2020-03-26,267908,Baltimore-Columbia-Towson
2020-03-27,268017,Baltimore-Columbia-Towson
2020-03-28,252840,Baltimore-Columbia-Towson
2020-03-29,250606,Baltimore-Columbia-Towson
2020-03-30,275066,Baltimore-Columbia-Towson
2020-03-31,264546,Baltimore-Columbia-Towson
2020-04-01,264987,Baltimore-Columbia-Towson
2020-04-02,261187,Baltimore-Columbia-Towson
2020-04-03,261859,Baltimore-Columbia-Towson
2020-04-04,247887,Baltimore-Columbia-Towson
2020-04-05,245462,Baltimore-Columbia-Towson
2020-04-06,258810,Baltimore-Columbia-Towson
2020-04-07,261576,Baltimore-Columbia-Towson
2020-04-08,262984,Baltimore-Columbia-Towson
2020-04-09,261925,Baltimore-Columbia-Towson
2020-04-10,256265,Baltimore-Columbia-Towson
2020-04-11,248869,Baltimore-Columbia-Towson
2020-04-12,245635,Baltimore-Columbia-Towson
2020-04-13,261082,Baltimore-Columbia-Towson
2020-04-14,258252,Baltimore-Columbia-Towson
2020-04-15,257891,Baltimore-Columbia-Towson
2020-04-16,256793,Baltimore-Columbia-Towson
2020-04-17,259696,Baltimore-Columbia-Towson
2020-04-18,248621,Baltimore-Columbia-Towson
2020-04-19,245438,Baltimore-Columbia-Towson
2020-04-20,258017,Baltimore-Columbia-Towson
2020-04-21,259816,Baltimore-Columbia-Towson
2020-04-22,258244,Baltimore-Columbia-Towson
2020-04-23,258443,Baltimore-Columbia-Towson
2020-04-24,257930,Baltimore-Columbia-Towson
2020-04-25,254915,Baltimore-Columbia-Towson
2020-04-26,242261,Baltimore-Columbia-Towson
2020-04-27,256198,Baltimore-Columbia-Towson
2020-04-28,257066,Baltimore-Columbia-Towson
2020-04-29,259685,Baltimore-Columbia-Towson
2020-04-30,252451,Baltimore-Columbia-Towson
2020-05-01,258660,Baltimore-Columbia-Towson
2020-05-02,252283,Baltimore-Columbia-Towson
2020-05-03,247036,Baltimore-Columbia-Towson
2020-05-04,255845,Baltimore-Columbia-Towson
2020-05-05,254810,Baltimore-Columbia-Towson
2020-05-06,252533,Baltimore-Columbia-Towson
2020-05-07,255600,Baltimore-Columbia-Towson
2020-05-08,256643,Baltimore-Columbia-Towson
2020-05-09,246978,Baltimore-Columbia-Towson
2020-05-10,248881,Baltimore-Columbia-Towson
2020-05-11,252834,Baltimore-Columbia-Towson
2020-05-12,250076,Baltimore-Columbia-Towson
2020-05-13,254584,Baltimore-Columbia-Towson
2020-05-14,254852,Baltimore-Columbia-Towson
2020-05-15,259580,Baltimore-Columbia-Towson
2020-05-16,250857,Baltimore-Columbia-Towson
2020-05-17,245263,Baltimore-Columbia-Towson
2020-05-18,253473,Baltimore-Columbia-Towson
2020-05-19,253176,Baltimore-Columbia-Towson
2020-05-20,253104,Baltimore-Columbia-Towson
2020-05-21,257641,Baltimore-Columbia-Towson
2020-05-22,258286,Baltimore-Columbia-Towson
2020-05-23,249931,Baltimore-Columbia-Towson
2020-05-24,240710,Baltimore-Columbia-Towson
2020-05-25,248118,Baltimore-Columbia-Towson
2020-05-26,254997,Baltimore-Columbia-Towson
2020-05-27,258361,Baltimore-Columbia-Towson
2020-05-28,256632,Baltimore-Columbia-Towson
2020-05-29,263418,Baltimore-Columbia-Towson
2020-05-30,253794,Baltimore-Columbia-Towson
2020-05-31,249255,Baltimore-Columbia-Towson
2020-06-01,254627,Baltimore-Columbia-Towson
2020-06-02,256976,Baltimore-Columbia-Towson
2020-06-03,259484,Baltimore-Columbia-Towson
2020-06-04,263458,Baltimore-Columbia-Towson
2020-06-05,264647,Baltimore-Columbia-Towson
2020-06-06,252734,Baltimore-Columbia-Towson
2020-06-07,246322,Baltimore-Columbia-Towson
2020-06-08,246775,Baltimore-Columbia-Towson
2020-06-09,229080,Baltimore-Columbia-Towson
2020-06-10,14445,Baltimore-Columbia-Towson
2020-06-11,25730,Baltimore-Columbia-Towson
2020-06-12,215026,Baltimore-Columbia-Towson
2020-06-13,251693,Baltimore-Columbia-Towson
2020-06-14,247290,Baltimore-Columbia-Towson
2020-06-15,253482,Baltimore-Columbia-Towson
2020-06-16,251531,Baltimore-Columbia-Towson
2020-06-17,256024,Baltimore-Columbia-Towson
2020-06-18,255735,Baltimore-Columbia-Towson
2020-06-19,264526,Baltimore-Columbia-Towson
2020-06-20,257870,Baltimore-Columbia-Towson
2020-06-21,252405,Baltimore-Columbia-Towson
2020-06-22,257440,Baltimore-Columbia-Towson
2020-06-23,254701,Baltimore-Columbia-Towson
2020-06-24,250773,Baltimore-Columbia-Towson
2020-06-25,257490,Baltimore-Columbia-Towson
2020-06-26,256350,Baltimore-Columbia-Towson
2020-06-27,251361,Baltimore-Columbia-Towson
2020-06-28,242487,Baltimore-Columbia-Towson
2020-06-29,240049,Baltimore-Columbia-Towson
2020-06-30,218854,Baltimore-Columbia-Towson
2020-07-01,7,Baltimore-Columbia-Towson
2019-12-30,27344,Boston-Cambridge-Newton
2019-12-31,286025,Boston-Cambridge-Newton
2020-01-01,307655,Boston-Cambridge-Newton
2020-01-02,322296,Boston-Cambridge-Newton
2020-01-03,325677,Boston-Cambridge-Newton
2020-01-04,317546,Boston-Cambridge-Newton
2020-01-05,314159,Boston-Cambridge-Newton
2020-01-06,326470,Boston-Cambridge-Newton
2020-01-07,324585,Boston-Cambridge-Newton
2020-01-08,326232,Boston-Cambridge-Newton
2020-01-09,323782,Boston-Cambridge-Newton
2020-01-10,327759,Boston-Cambridge-Newton
2020-01-11,319162,Boston-Cambridge-Newton
2020-01-12,317459,Boston-Cambridge-Newton
2020-01-13,327412,Boston-Cambridge-Newton
2020-01-14,326038,Boston-Cambridge-Newton
2020-01-15,325507,Boston-Cambridge-Newton
2020-01-16,325785,Boston-Cambridge-Newton
2020-01-17,330481,Boston-Cambridge-Newton
2020-01-18,317872,Boston-Cambridge-Newton
2020-01-19,309530,Boston-Cambridge-Newton
2020-01-20,322455,Boston-Cambridge-Newton
2020-01-21,324706,Boston-Cambridge-Newton
2020-01-22,325048,Boston-Cambridge-Newton
2020-01-23,325640,Boston-Cambridge-Newton
2020-01-24,327002,Boston-Cambridge-Newton
2020-01-25,316941,Boston-Cambridge-Newton
2020-01-26,315747,Boston-Cambridge-Newton
2020-01-27,325185,Boston-Cambridge-Newton
2020-01-28,323310,Boston-Cambridge-Newton
2020-01-29,323682,Boston-Cambridge-Newton
2020-01-30,323416,Boston-Cambridge-Newton
2020-01-31,326567,Boston-Cambridge-Newton
2020-02-01,316222,Boston-Cambridge-Newton
2020-02-02,313130,Boston-Cambridge-Newton
2020-02-03,323231,Boston-Cambridge-Newton
2020-02-04,323016,Boston-Cambridge-Newton
2020-02-05,325537,Boston-Cambridge-Newton
2020-02-06,323804,Boston-Cambridge-Newton
2020-02-07,328487,Boston-Cambridge-Newton
2020-02-08,316736,Boston-Cambridge-Newton
2020-02-09,314675,Boston-Cambridge-Newton
2020-02-10,323735,Boston-Cambridge-Newton
2020-02-11,323760,Boston-Cambridge-Newton
2020-02-12,326708,Boston-Cambridge-Newton
2020-02-13,323510,Boston-Cambridge-Newton
2020-02-14,329178,Boston-Cambridge-Newton
2020-02-15,313033,Boston-Cambridge-Newton
2020-02-16,305076,Boston-Cambridge-Newton
2020-02-17,311885,Boston-Cambridge-Newton
2020-02-18,312623,Boston-Cambridge-Newton
2020-02-19,314066,Boston-Cambridge-Newton
2020-02-20,314750,Boston-Cambridge-Newton
2020-02-21,318527,Boston-Cambridge-Newton
2020-02-22,309349,Boston-Cambridge-Newton
2020-02-23,309957,Boston-Cambridge-Newton
2020-02-24,318626,Boston-Cambridge-Newton
2020-02-25,319328,Boston-Cambridge-Newton
2020-02-26,319620,Boston-Cambridge-Newton
2020-02-27,319057,Boston-Cambridge-Newton
2020-02-28,322269,Boston-Cambridge-Newton
2020-02-29,312230,Boston-Cambridge-Newton
2020-03-01,312531,Boston-Cambridge-Newton
2020-03-02,318767,Boston-Cambridge-Newton
2020-03-03,319522,Boston-Cambridge-Newton
2020-03-04,317964,Boston-Cambridge-Newton
2020-03-05,320497,Boston-Cambridge-Newton
2020-03-06,324836,Boston-Cambridge-Newton
2020-03-07,310188,Boston-Cambridge-Newton
2020-03-08,308394,Boston-Cambridge-Newton
2020-03-09,316548,Boston-Cambridge-Newton
2020-03-10,315632,Boston-Cambridge-Newton
2020-03-11,314775,Boston-Cambridge-Newton
2020-03-12,314670,Boston-Cambridge-Newton
2020-03-13,319563,Boston-Cambridge-Newton
2020-03-14,303967,Boston-Cambridge-Newton
2020-03-15,299843,Boston-Cambridge-Newton
2020-03-16,306954,Boston-Cambridge-Newton
2020-03-17,301069,Boston-Cambridge-Newton
2020-03-18,302034,Boston-Cambridge-Newton
2020-03-19,297631,Boston-Cambridge-Newton
2020-03-20,298393,Boston-Cambridge-Newton
2020-03-21,281791,Boston-Cambridge-Newton
2020-03-22,277727,Boston-Cambridge-Newton
2020-03-23,294346,Boston-Cambridge-Newton
2020-03-24,288929,Boston-Cambridge-Newton
2020-03-25,287698,Boston-Cambridge-Newton
2020-03-26,289861,Boston-Cambridge-Newton
2020-03-27,290484,Boston-Cambridge-Newton
2020-03-28,283930,Boston-Cambridge-Newton
2020-03-29,276475,Boston-Cambridge-Newton
2020-03-30,293684,Boston-Cambridge-Newton
2020-03-31,292713,Boston-Cambridge-Newton
2020-04-01,293186,Boston-Cambridge-Newton
2020-04-02,287901,Boston-Cambridge-Newton
2020-04-03,285246,Boston-Cambridge-Newton
2020-04-04,278384,Boston-Cambridge-Newton
2020-04-05,274134,Boston-Cambridge-Newton
2020-04-06,285931,Boston-Cambridge-Newton
2020-04-07,286548,Boston-Cambridge-Newton
2020-04-08,285274,Boston-Cambridge-Newton
2020-04-09,283712,Boston-Cambridge-Newton
2020-04-10,285261,Boston-Cambridge-Newton
2020-04-11,278595,Boston-Cambridge-Newton
2020-04-12,274690,Boston-Cambridge-Newton
2020-04-13,282030,Boston-Cambridge-Newton
2020-04-14,284268,Boston-Cambridge-Newton
2020-04-15,283736,Boston-Cambridge-Newton
2020-04-16,282175,Boston-Cambridge-Newton
2020-04-17,284369,Boston-Cambridge-Newton
2020-04-18,271924,Boston-Cambridge-Newton
2020-04-19,275371,Boston-Cambridge-Newton
2020-04-20,281937,Boston-Cambridge-Newton
2020-04-21,283449,Boston-Cambridge-Newton
2020-04-22,279991,Boston-Cambridge-Newton
2020-04-23,282936,Boston-Cambridge-Newton
2020-04-24,280437,Boston-Cambridge-Newton
2020-04-25,282041,Boston-Cambridge-Newton
2020-04-26,272548,Boston-Cambridge-Newton
2020-04-27,276215,Boston-Cambridge-Newton
2020-04-28,280228,Boston-Cambridge-Newton
2020-04-29,281083,Boston-Cambridge-Newton
2020-04-30,276481,Boston-Cambridge-Newton
2020-05-01,279043,Boston-Cambridge-Newton
2020-05-02,275298,Boston-Cambridge-Newton
2020-05-03,273279,Boston-Cambridge-Newton
2020-05-04,279676,Boston-Cambridge-Newton
2020-05-05,276610,Boston-Cambridge-Newton
2020-05-06,276096,Boston-Cambridge-Newton
2020-05-07,274990,Boston-Cambridge-Newton
2020-05-08,276042,Boston-Cambridge-Newton
2020-05-09,268850,Boston-Cambridge-Newton
2020-05-10,270863,Boston-Cambridge-Newton
2020-05-11,278612,Boston-Cambridge-Newton
2020-05-12,272020,Boston-Cambridge-Newton
2020-05-13,274169,Boston-Cambridge-Newton
2020-05-14,275341,Boston-Cambridge-Newton
2020-05-15,286403,Boston-Cambridge-Newton
2020-05-16,273820,Boston-Cambridge-Newton
2020-05-17,269887,Boston-Cambridge-Newton
2020-05-18,275024,Boston-Cambridge-Newton
2020-05-19,273425,Boston-Cambridge-Newton
2020-05-20,273718,Boston-Cambridge-Newton
2020-05-21,275155,Boston-Cambridge-Newton
2020-05-22,277157,Boston-Cambridge-Newton
2020-05-23,267492,Boston-Cambridge-Newton
2020-05-24,263114,Boston-Cambridge-Newton
2020-05-25,270176,Boston-Cambridge-Newton
2020-05-26,274994,Boston-Cambridge-Newton
2020-05-27,277573,Boston-Cambridge-Newton
2020-05-28,278102,Boston-Cambridge-Newton
2020-05-29,280908,Boston-Cambridge-Newton
2020-05-30,273629,Boston-Cambridge-Newton
2020-05-31,269733,Boston-Cambridge-Newton
2020-06-01,274765,Boston-Cambridge-Newton
2020-06-02,277464,Boston-Cambridge-Newton
2020-06-03,279183,Boston-Cambridge-Newton
2020-06-04,277372,Boston-Cambridge-Newton
2020-06-05,280155,Boston-Cambridge-Newton
2020-06-06,279479,Boston-Cambridge-Newton
2020-06-07,267967,Boston-Cambridge-Newton
2020-06-08,265572,Boston-Cambridge-Newton
2020-06-09,248702,Boston-Cambridge-Newton
2020-06-10,12478,Boston-Cambridge-Newton
2020-06-11,31801,Boston-Cambridge-Newton
2020-06-12,244055,Boston-Cambridge-Newton
2020-06-13,266152,Boston-Cambridge-Newton
2020-06-14,264108,Boston-Cambridge-Newton
2020-06-15,269893,Boston-Cambridge-Newton
2020-06-16,267505,Boston-Cambridge-Newton
2020-06-17,269239,Boston-Cambridge-Newton
2020-06-18,268498,Boston-Cambridge-Newton
2020-06-19,271235,Boston-Cambridge-Newton
2020-06-20,266031,Boston-Cambridge-Newton
2020-06-21,271336,Boston-Cambridge-Newton
2020-06-22,270682,Boston-Cambridge-Newton
2020-06-23,270094,Boston-Cambridge-Newton
2020-06-24,277206,Boston-Cambridge-Newton
2020-06-25,269518,Boston-Cambridge-Newton
2020-06-26,274693,Boston-Cambridge-Newton
2020-06-27,269633,Boston-Cambridge-Newton
2020-06-28,271784,Boston-Cambridge-Newton
2020-06-29,264308,Boston-Cambridge-Newton
2020-06-30,240185,Boston-Cambridge-Newton
2020-07-01,9,Boston-Cambridge-Newton
2019-12-29,46,Champaign-Urbana
2019-12-30,1238,Champaign-Urbana
2019-12-31,13984,Champaign-Urbana
2020-01-01,17214,Champaign-Urbana
2020-01-02,18829,Champaign-Urbana
2020-01-03,19985,Champaign-Urbana
2020-01-04,19916,Champaign-Urbana
2020-01-05,18864,Champaign-Urbana
2020-01-06,18413,Champaign-Urbana
2020-01-07,18350,Champaign-Urbana
2020-01-08,18484,Champaign-Urbana
2020-01-09,19264,Champaign-Urbana
2020-01-10,20177,Champaign-Urbana
2020-01-11,18984,Champaign-Urbana
2020-01-12,17883,Champaign-Urbana
2020-01-13,18378,Champaign-Urbana
2020-01-14,18496,Champaign-Urbana
2020-01-15,18453,Champaign-Urbana
2020-01-16,19058,Champaign-Urbana
2020-01-17,20121,Champaign-Urbana
2020-01-18,18931,Champaign-Urbana
2020-01-19,19311,Champaign-Urbana
2020-01-20,20801,Champaign-Urbana
2020-01-21,20002,Champaign-Urbana
2020-01-22,20434,Champaign-Urbana
2020-01-23,20335,Champaign-Urbana
2020-01-24,21185,Champaign-Urbana
2020-01-25,20400,Champaign-Urbana
2020-01-26,19512,Champaign-Urbana
2020-01-27,19827,Champaign-Urbana
2020-01-28,19989,Champaign-Urbana
2020-01-29,20330,Champaign-Urbana
2020-01-30,20813,Champaign-Urbana
2020-01-31,21380,Champaign-Urbana
2020-02-01,20046,Champaign-Urbana
2020-02-02,19142,Champaign-Urbana
2020-02-03,19811,Champaign-Urbana
2020-02-04,20171,Champaign-Urbana
2020-02-05,19968,Champaign-Urbana
2020-02-06,20298,Champaign-Urbana
2020-02-07,22183,Champaign-Urbana
2020-02-08,20555,Champaign-Urbana
2020-02-09,19647,Champaign-Urbana
2020-02-10,19755,Champaign-Urbana
2020-02-11,20757,Champaign-Urbana
2020-02-12,20520,Champaign-Urbana
2020-02-13,20066,Champaign-Urbana
2020-02-14,21868,Champaign-Urbana
2020-02-15,20460,Champaign-Urbana
2020-02-16,20068,Champaign-Urbana
2020-02-17,21278,Champaign-Urbana
2020-02-18,20192,Champaign-Urbana
2020-02-19,20584,Champaign-Urbana
2020-02-20,21524,Champaign-Urbana
2020-02-21,22484,Champaign-Urbana
2020-02-22,21762,Champaign-Urbana
2020-02-23,20438,Champaign-Urbana
2020-02-24,20365,Champaign-Urbana
2020-02-25,20348,Champaign-Urbana
2020-02-26,19750,Champaign-Urbana
2020-02-27,20847,Champaign-Urbana
2020-02-28,22172,Champaign-Urbana
2020-02-29,21011,Champaign-Urbana
2020-03-01,21456,Champaign-Urbana
2020-03-02,20219,Champaign-Urbana
2020-03-03,20279,Champaign-Urbana
2020-03-04,20677,Champaign-Urbana
2020-03-05,21116,Champaign-Urbana
2020-03-06,23131,Champaign-Urbana
2020-03-07,21725,Champaign-Urbana
2020-03-08,21642,Champaign-Urbana
2020-03-09,20995,Champaign-Urbana
2020-03-10,20994,Champaign-Urbana
2020-03-11,21068,Champaign-Urbana
2020-03-12,21863,Champaign-Urbana
2020-03-13,22882,Champaign-Urbana
2020-03-14,18889,Champaign-Urbana
2020-03-15,17672,Champaign-Urbana
2020-03-16,18181,Champaign-Urbana
2020-03-17,17988,Champaign-Urbana
2020-03-18,18284,Champaign-Urbana
2020-03-19,19020,Champaign-Urbana
2020-03-20,19361,Champaign-Urbana
2020-03-21,17099,Champaign-Urbana
2020-03-22,15228,Champaign-Urbana
2020-03-23,16935,Champaign-Urbana
2020-03-24,17271,Champaign-Urbana
2020-03-25,17108,Champaign-Urbana
2020-03-26,17460,Champaign-Urbana
2020-03-27,17482,Champaign-Urbana
2020-03-28,16533,Champaign-Urbana
2020-03-29,15466,Champaign-Urbana
2020-03-30,17003,Champaign-Urbana
2020-03-31,16876,Champaign-Urbana
2020-04-01,17074,Champaign-Urbana
2020-04-02,16935,Champaign-Urbana
2020-04-03,17340,Champaign-Urbana
2020-04-04,15538,Champaign-Urbana
2020-04-05,15128,Champaign-Urbana
2020-04-06,16467,Champaign-Urbana
2020-04-07,17039,Champaign-Urbana
2020-04-08,17930,Champaign-Urbana
2020-04-09,17136,Champaign-Urbana
2020-04-10,16733,Champaign-Urbana
2020-04-11,15920,Champaign-Urbana
2020-04-12,14902,Champaign-Urbana
2020-04-13,16311,Champaign-Urbana
2020-04-14,16730,Champaign-Urbana
2020-04-15,17122,Champaign-Urbana
2020-04-16,16996,Champaign-Urbana
2020-04-17,16918,Champaign-Urbana
2020-04-18,15916,Champaign-Urbana
2020-04-19,15434,Champaign-Urbana
2020-04-20,16863,Champaign-Urbana
2020-04-21,16791,Champaign-Urbana
2020-04-22,17305,Champaign-Urbana
2020-04-23,17153,Champaign-Urbana
2020-04-24,17871,Champaign-Urbana
2020-04-25,16539,Champaign-Urbana
2020-04-26,16098,Champaign-Urbana
2020-04-27,17206,Champaign-Urbana
2020-04-28,18041,Champaign-Urbana
2020-04-29,17641,Champaign-Urbana
2020-04-30,17465,Champaign-Urbana
2020-05-01,18540,Champaign-Urbana
2020-05-02,17650,Champaign-Urbana
2020-05-03,16897,Champaign-Urbana
2020-05-04,17527,Champaign-Urbana
2020-05-05,17309,Champaign-Urbana
2020-05-06,17660,Champaign-Urbana
2020-05-07,17968,Champaign-Urbana
2020-05-08,18375,Champaign-Urbana
2020-05-09,17347,Champaign-Urbana
2020-05-10,16628,Champaign-Urbana
2020-05-11,17280,Champaign-Urbana
2020-05-12,17092,Champaign-Urbana
2020-05-13,17929,Champaign-Urbana
2020-05-14,18573,Champaign-Urbana
2020-05-15,18906,Champaign-Urbana
2020-05-16,18076,Champaign-Urbana
2020-05-17,17176,Champaign-Urbana
2020-05-18,18220,Champaign-Urbana
2020-05-19,18319,Champaign-Urbana
2020-05-20,18116,Champaign-Urbana
2020-05-21,18675,Champaign-Urbana
2020-05-22,19544,Champaign-Urbana
2020-05-23,18155,Champaign-Urbana
2020-05-24,17194,Champaign-Urbana
2020-05-25,18535,Champaign-Urbana
2020-05-26,18386,Champaign-Urbana
2020-05-27,18751,Champaign-Urbana
2020-05-28,18955,Champaign-Urbana
2020-05-29,19445,Champaign-Urbana
2020-05-30,17974,Champaign-Urbana
2020-05-31,17587,Champaign-Urbana
2020-06-01,18005,Champaign-Urbana
2020-06-02,17999,Champaign-Urbana
2020-06-03,19296,Champaign-Urbana
2020-06-04,19262,Champaign-Urbana
2020-06-05,19632,Champaign-Urbana
2020-06-06,17673,Champaign-Urbana
2020-06-07,17384,Champaign-Urbana
2020-06-08,17688,Champaign-Urbana
2020-06-09,16629,Champaign-Urbana
2020-06-10,1439,Champaign-Urbana
2020-06-11,1594,Champaign-Urbana
2020-06-12,13730,Champaign-Urbana
2020-06-13,18245,Champaign-Urbana
2020-06-14,18178,Champaign-Urbana
2020-06-15,18274,Champaign-Urbana
2020-06-16,18011,Champaign-Urbana
2020-06-17,18402,Champaign-Urbana
2020-06-18,18618,Champaign-Urbana
2020-06-19,20353,Champaign-Urbana
2020-06-20,19284,Champaign-Urbana
2020-06-21,19065,Champaign-Urbana
2020-06-22,19239,Champaign-Urbana
2020-06-23,18870,Champaign-Urbana
2020-06-24,19071,Champaign-Urbana
2020-06-25,19220,Champaign-Urbana
2020-06-26,20711,Champaign-Urbana
2020-06-27,19207,Champaign-Urbana
2020-06-28,19051,Champaign-Urbana
2020-06-29,18464,Champaign-Urbana
2020-06-30,16089,Champaign-Urbana
2019-12-29,36,Cheyenne
2019-12-30,790,Cheyenne
2019-12-31,6593,Cheyenne
2020-01-01,7227,Cheyenne
2020-01-02,8843,Cheyenne
2020-01-03,8427,Cheyenne
2020-01-04,8797,Cheyenne
2020-01-05,8617,Cheyenne
2020-01-06,7845,Cheyenne
2020-01-07,8261,Cheyenne
2020-01-08,8637,Cheyenne
2020-01-09,8625,Cheyenne
2020-01-10,8810,Cheyenne
2020-01-11,8689,Cheyenne
2020-01-12,8422,Cheyenne
2020-01-13,8143,Cheyenne
2020-01-14,8274,Cheyenne
2020-01-15,8413,Cheyenne
2020-01-16,8474,Cheyenne
2020-01-17,8365,Cheyenne
2020-01-18,7931,Cheyenne
2020-01-19,9031,Cheyenne
2020-01-20,8227,Cheyenne
2020-01-21,8319,Cheyenne
2020-01-22,8506,Cheyenne
2020-01-23,8470,Cheyenne
2020-01-24,8798,Cheyenne
2020-01-25,8779,Cheyenne
2020-01-26,8596,Cheyenne
2020-01-27,8001,Cheyenne
2020-01-28,8137,Cheyenne
2020-01-29,8545,Cheyenne
2020-01-30,8304,Cheyenne
2020-01-31,8346,Cheyenne
2020-02-01,8325,Cheyenne
2020-02-02,8731,Cheyenne
2020-02-03,7288,Cheyenne
2020-02-04,7452,Cheyenne
2020-02-05,8587,Cheyenne
2020-02-06,8168,Cheyenne
2020-02-07,8450,Cheyenne
2020-02-08,8464,Cheyenne
2020-02-09,8569,Cheyenne
2020-02-10,8063,Cheyenne
2020-02-11,8330,Cheyenne
2020-02-12,8795,Cheyenne
2020-02-13,8617,Cheyenne
2020-02-14,8548,Cheyenne
2020-02-15,8100,Cheyenne
2020-02-16,8091,Cheyenne
2020-02-17,8454,Cheyenne
2020-02-18,8434,Cheyenne
2020-02-19,8569,Cheyenne
2020-02-20,8637,Cheyenne
2020-02-21,8956,Cheyenne
2020-02-22,8934,Cheyenne
2020-02-23,8410,Cheyenne
2020-02-24,7901,Cheyenne
2020-02-25,7968,Cheyenne
2020-02-26,8598,Cheyenne
2020-02-27,8582,Cheyenne
2020-02-28,8866,Cheyenne
2020-02-29,8959,Cheyenne
2020-03-01,8207,Cheyenne
2020-03-02,7337,Cheyenne
2020-03-03,7517,Cheyenne
2020-03-04,8374,Cheyenne
2020-03-05,8480,Cheyenne
2020-03-06,8771,Cheyenne
2020-03-07,8731,Cheyenne
2020-03-08,8556,Cheyenne
2020-03-09,8049,Cheyenne
